policy,requests,matched,coverage,average_wait_minutes,p90_wait_minutes,sla_hit_rate,driver_rejection_rate,rider_cancellation_rate,cancellation_rate,utilization,policy_kpi_score
model,600.0,505.3333333333333,0.8422222222222221,6.259025555555556,10.189900000000002,0.4561111111111111,0.10611111111111111,0.051666666666666666,0.15777777777777777,0.18953328703703706,-0.37017700810185167
nearest,600.0,515.3333333333334,0.8588888888888889,6.103244444444445,10.0,0.4727777777777778,0.09055555555555556,0.050555555555555555,0.1411111111111111,0.19009619212962967,0.0
